epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1837.12,0.71577,0.35762,0.9187,0.90346,0.94981,0.97119,0.70451,1.12486,0.5075,1.07116,6.8454e-05,6.8454e-05,6.8454e-05
182,1847.12,0.70953,0.3566,0.91388,0.90061,0.95008,0.9703,0.70529,1.1229,0.50762,1.07106,6.37649e-05,6.37649e-05,6.37649e-05
183,1857.01,0.72141,0.36066,0.91816,0.90007,0.94842,0.97008,0.70627,1.12289,0.5066,1.07185,5.93093e-05,5.93093e-05,5.93093e-05
184,1867.05,0.70542,0.35662,0.90995,0.90335,0.94176,0.97086,0.70725,1.12447,0.50751,1.07179,5.50882e-05,5.50882e-05,5.50882e-05
185,1876.95,0.7073,0.35223,0.91174,0.89982,0.94676,0.97001,0.70422,1.12193,0.50748,1.07249,5.11027e-05,5.11027e-05,5.11027e-05
186,1887.13,0.71231,0.35776,0.9167,0.93377,0.9149,0.96968,0.70458,1.1202,0.5042,1.07148,4.73538e-05,4.73538e-05,4.73538e-05
187,1897.23,0.71998,0.36096,0.91617,0.93366,0.91514,0.97068,0.7048,1.12101,0.50341,1.07129,4.38424e-05,4.38424e-05,4.38424e-05
188,1907.45,0.70603,0.35546,0.91197,0.93053,0.91382,0.97022,0.70387,1.12423,0.50789,1.07488,4.05694e-05,4.05694e-05,4.05694e-05
189,1917.53,0.70649,0.35537,0.91451,0.93089,0.91891,0.97017,0.70409,1.12621,0.50854,1.07509,3.75356e-05,3.75356e-05,3.75356e-05
190,1927.66,0.71102,0.35905,0.91512,0.93088,0.92013,0.97011,0.70488,1.1247,0.5052,1.07482,3.47418e-05,3.47418e-05,3.47418e-05
191,1962.93,0.69444,0.33561,0.89624,0.90782,0.93844,0.96715,0.69636,1.12852,0.50391,1.07892,3.21885e-05,3.21885e-05,3.21885e-05
192,1973.23,0.68893,0.32179,0.89191,0.90621,0.93677,0.96466,0.6869,1.13232,0.50597,1.08298,2.98766e-05,2.98766e-05,2.98766e-05
193,1983.3,0.67603,0.3197,0.88471,0.90629,0.93178,0.96231,0.68158,1.13513,0.5064,1.08467,2.78064e-05,2.78064e-05,2.78064e-05
194,1993.43,0.67859,0.31548,0.88889,0.90395,0.93951,0.96376,0.68208,1.13641,0.50906,1.08557,2.59787e-05,2.59787e-05,2.59787e-05
195,2003.56,0.67179,0.31324,0.88611,0.90419,0.94343,0.96564,0.68407,1.1363,0.5068,1.08583,2.43937e-05,2.43937e-05,2.43937e-05
196,2013.63,0.67013,0.31123,0.88797,0.93692,0.9144,0.96686,0.68434,1.13722,0.50558,1.08606,2.30518e-05,2.30518e-05,2.30518e-05
197,2023.66,0.67236,0.30732,0.89093,0.93398,0.91514,0.96715,0.68697,1.13483,0.5061,1.08437,2.19535e-05,2.19535e-05,2.19535e-05
198,2033.6,0.65586,0.30603,0.88254,0.93235,0.91731,0.96745,0.6877,1.13381,0.50575,1.08291,2.1099e-05,2.1099e-05,2.1099e-05
199,2043.51,0.66939,0.30992,0.88475,0.93854,0.91479,0.96484,0.68914,1.13262,0.50228,1.08165,2.04885e-05,2.04885e-05,2.04885e-05
200,2053.61,0.65072,0.30814,0.87969,0.9394,0.91514,0.96529,0.68903,1.13404,0.50337,1.08185,2.01221e-05,2.01221e-05,2.01221e-05
